Well,MD,Class 1,Class 2,Class 3,Class 3b,Class 4,
BUCHANAN 42 1,6955.883123,3,0,0,0,0,
BUCHANAN 42 1,6956.238193,0,0,3,0,0,
BUCHANAN 42 1,6959.64465,0,0,1,0,0,
BUCHANAN 42 1,6965.78988,0,0,2,0,0,
BUCHANAN 42 1,6966.48464,3,0,0,0,0,
BUCHANAN 42 1,6976.57789,0,0,1,0,0,
BUCHANAN 42 1,6977.086158,3,0,0,0,0,
BUCHANAN 42 1,6980.285373,0,0,3,0,0,
BUCHANAN 42 1,6981.414487,2,0,0,0,0,
BUCHANAN 42 1,6982.284175,0,0,2,0,0,
BUCHANAN 42 1,6987.687675,3,0,0,0,0,
BUCHANAN 42 1,6993.511129,0,0,1,0,0,
BUCHANAN 42 1,6998.289192,3,0,0,0,0,
BUCHANAN 42 1,6998.778469,0,0,2,0,0,
BUCHANAN 42 1,7004.332554,0,0,3,0,0,
BUCHANAN 42 1,7008.890709,3,0,0,0,0,
BUCHANAN 42 1,7010.320425,2,0,0,0,0,
BUCHANAN 42 1,7010.444368,0,0,1,0,0,
BUCHANAN 42 1,7015.272763,0,0,2,0,0,
BUCHANAN 42 1,7019.492226,3,0,0,0,0,
BUCHANAN 42 1,7027.377607,0,0,1,0,0,
BUCHANAN 42 1,7028.379735,0,0,3,0,0,
BUCHANAN 42 1,7030.093743,3,0,0,0,0,
BUCHANAN 42 1,7031.767057,0,0,2,0,0,
BUCHANAN 42 1,7039.226363,2,0,0,0,0,
BUCHANAN 42 1,7040.69526,3,0,0,0,0,
BUCHANAN 42 1,7044.310847,0,0,1,0,0,
BUCHANAN 42 1,7048.261352,0,0,2,0,0,
BUCHANAN 42 1,7051.296777,3,0,0,0,0,
BUCHANAN 42 1,7052.426916,0,0,3,0,0,
BUCHANAN 42 1,7061.244086,0,0,1,0,0,
BUCHANAN 42 1,7061.898295,3,0,0,0,0,
BUCHANAN 42 1,7064.755646,0,0,2,0,0,
BUCHANAN 42 1,7068.132301,2,0,0,0,0,
BUCHANAN 42 1,7072.499812,3,0,0,0,0,
BUCHANAN 42 1,7076.474096,0,0,3,0,0,
BUCHANAN 42 1,7078.177325,0,0,1,0,0,
BUCHANAN 42 1,7081.24994,0,0,2,0,0,
BUCHANAN 42 1,7083.101329,3,0,0,0,0,
BUCHANAN 42 1,7093.702846,3,0,0,0,0,
BUCHANAN 42 1,7095.110564,0,0,1,0,0,
BUCHANAN 42 1,7097.038239,2,0,0,0,0,
BUCHANAN 42 1,7097.744234,0,0,2,0,0,
BUCHANAN 42 1,7100.521277,0,0,3,0,0,
BUCHANAN 42 1,7104.304363,3,0,0,0,0,
BUCHANAN 42 1,7112.043804,0,0,1,0,0,
BUCHANAN 42 1,7114.238529,0,0,2,0,0,
BUCHANAN 42 1,7114.90588,3,0,0,0,0,
BUCHANAN 42 1,7124.568458,0,0,3,0,0,
BUCHANAN 42 1,7125.507397,3,0,0,0,0,
BUCHANAN 42 1,7125.944177,2,0,0,0,0,
BUCHANAN 42 1,7128.977043,0,0,1,0,0,
BUCHANAN 42 1,7130.732823,0,0,2,0,0,
BUCHANAN 42 1,7136.108914,3,0,0,0,0,
BUCHANAN 42 1,7145.910282,0,0,1,0,0,
BUCHANAN 42 1,7146.710432,3,0,0,0,0,
BUCHANAN 42 1,7147.227117,0,0,2,0,0,
BUCHANAN 42 1,7148.615639,0,0,3,0,0,
BUCHANAN 42 1,7154.850115,2,0,0,0,0,
BUCHANAN 42 1,7157.311949,3,0,0,0,0,
BUCHANAN 42 1,7162.843521,0,0,1,0,0,
BUCHANAN 42 1,7163.721411,0,0,2,0,0,
BUCHANAN 42 1,7167.913466,3,0,0,0,0,
BUCHANAN 42 1,7172.662819,0,0,3,0,0,
BUCHANAN 42 1,7178.514983,3,0,0,0,0,
BUCHANAN 42 1,7179.776761,0,0,1,0,0,
BUCHANAN 42 1,7180.215706,0,0,2,0,0,
BUCHANAN 42 1,7183.756053,2,0,0,0,0,
BUCHANAN 42 1,7189.1165,3,0,0,0,0,
BUCHANAN 42 1,7202.418857,3,0,0,0,0,
BUCHANAN 42 1,7222.539271,3,0,0,0,0,
BUCHANAN 42 1,7224.46206,2,0,0,0,0,
BUCHANAN 42 1,7242.659685,3,0,0,0,0,
BUCHANAN 42 1,7262.780098,3,0,0,0,0,
BUCHANAN 42 1,7274.750411,2,0,0,0,0,
BUCHANAN 42 1,7282.900512,3,0,0,0,0,
BUCHANAN 42 1,7303.020926,3,0,0,0,0,
BUCHANAN 42 1,7323.141339,3,0,0,0,0,
BUCHANAN 42 1,7325.038761,2,0,0,0,0,
BUCHANAN 42 1,7343.261753,3,0,0,0,0,
BUCHANAN 42 1,7363.382167,3,0,0,0,0,
BUCHANAN 42 1,7375.327112,2,0,0,0,0,
BUCHANAN 42 1,7383.50258,3,0,0,0,0,
BUCHANAN 42 1,7403.622994,3,0,0,0,0,
BUCHANAN 42 1,7423.743408,3,0,0,0,0,
BUCHANAN 42 1,7425.615463,2,0,0,0,0,
BUCHANAN 42 1,7443.863821,3,0,0,0,0,
BUCHANAN 42 1,7463.984235,3,0,0,0,0,
BUCHANAN 42 1,7475.903814,2,0,0,0,0,
BUCHANAN 42 1,7484.104649,3,0,0,0,0,
BUCHANAN 42 1,7504.225062,3,0,0,0,0,
BUCHANAN 42 1,7524.345476,3,0,0,0,0,
BUCHANAN 42 1,7526.192165,2,0,0,0,0,
BUCHANAN 42 1,7544.46589,3,0,0,0,0,
BUCHANAN 42 1,7564.586303,3,0,0,0,0,
BUCHANAN 42 1,7576.480515,2,0,0,0,0,
BUCHANAN 42 1,7584.706717,3,0,0,0,0,
BUCHANAN 42 1,7604.827131,3,0,0,0,0,
BUCHANAN 42 1,7624.947544,3,0,0,0,0,
BUCHANAN 42 1,7626.768866,2,0,0,0,0,
BUCHANAN 42 1,7645.067958,3,0,0,0,0,
BUCHANAN 42 1,7665.188372,3,0,0,0,0,
BUCHANAN 42 1,7677.057217,2,0,0,0,0,
BUCHANAN 42 1,7685.308785,3,0,0,0,0,
BUCHANAN 42 1,7705.429199,3,0,0,0,0,
BUCHANAN 42 1,7725.549613,3,0,0,0,0,
BUCHANAN 42 1,7727.345568,2,0,0,0,0,
BUCHANAN 42 1,7745.670026,3,0,0,0,0,
BUCHANAN 42 1,7765.79044,3,0,0,0,0,
BUCHANAN 42 1,7777.633919,2,0,0,0,0,
BUCHANAN 42 1,7785.910854,3,0,0,0,0,
BUCHANAN 42 1,7806.031267,3,0,0,0,0,
BUCHANAN 42 1,7826.151681,3,0,0,0,0,
BUCHANAN 42 1,7827.140838,2,0,0,0,0,
BUCHANAN 42 1,7839.524425,3,0,0,0,0,
BUCHANAN 42 1,7844.469436,2,0,0,0,0,
BUCHANAN 42 1,7852.697481,3,0,0,0,0,
BUCHANAN 42 1,7861.798034,2,0,0,0,0,
BUCHANAN 42 1,7865.870537,3,0,0,0,0,
BUCHANAN 42 1,7879.043593,3,0,0,0,0,
BUCHANAN 42 1,7879.126633,2,0,0,0,0,
BUCHANAN 42 1,7892.21665,3,0,0,0,0,
BUCHANAN 42 1,7896.455231,2,0,0,0,0,
BUCHANAN 42 1,7905.389706,3,0,0,0,0,
BUCHANAN 42 1,7913.783829,2,0,0,0,0,
BUCHANAN 42 1,7918.562762,3,0,0,0,0,
BUCHANAN 42 1,7931.112428,2,0,0,0,0,
BUCHANAN 42 1,7931.735818,3,0,0,0,0,
BUCHANAN 42 1,7944.908875,3,0,0,0,0,
BUCHANAN 42 1,7948.441026,2,0,0,0,0,
BUCHANAN 42 1,7958.081931,3,0,0,0,0,
BUCHANAN 42 1,7965.769624,2,0,0,0,0,
BUCHANAN 42 1,7971.254987,3,0,0,0,0,
BUCHANAN 42 1,7983.098222,2,0,0,0,0,
BUCHANAN 42 1,7984.428043,3,0,0,0,0,
BUCHANAN 42 1,7997.6011,3,0,0,0,0,
BUCHANAN 42 1,8000.426821,2,0,0,0,0,
BUCHANAN 42 1,8010.774156,3,0,0,0,0,
BUCHANAN 42 1,8017.755419,2,0,0,0,0,
BUCHANAN 42 1,8023.947212,3,0,0,0,0,
BUCHANAN 42 1,8035.084017,2,0,0,0,0,
BUCHANAN 42 1,8037.120269,3,0,0,0,0,
BUCHANAN 42 1,8050.293325,3,0,0,0,0,
BUCHANAN 42 1,8052.412615,2,0,0,0,0,
BUCHANAN 42 1,8063.466381,3,0,0,0,0,
BUCHANAN 42 1,8069.741214,2,0,0,0,0,
BUCHANAN 42 1,8076.639437,3,0,0,0,0,
BUCHANAN 42 1,8087.069812,2,0,0,0,0,
BUCHANAN 42 1,8089.812494,3,0,0,0,0,
BUCHANAN 42 1,8102.98555,3,0,0,0,0,
BUCHANAN 42 1,8104.39841,2,0,0,0,0,
BUCHANAN 42 1,8116.158606,3,0,0,0,0,
BUCHANAN 42 1,8121.727009,2,0,0,0,0,
BUCHANAN 42 1,8129.331662,3,0,0,0,0,
BUCHANAN 42 1,8139.055607,2,0,0,0,0,
BUCHANAN 42 1,8142.504719,3,0,0,0,0,
BUCHANAN 42 1,8155.677775,3,0,0,0,0,
BUCHANAN 42 1,8156.384205,2,0,0,0,0,
BUCHANAN 42 1,8168.850831,3,0,0,0,0,
BUCHANAN 42 1,8173.712803,2,0,0,0,0,
BUCHANAN 42 1,8182.023887,3,0,0,0,0,
BUCHANAN 42 1,8191.041402,2,0,0,0,0,
BUCHANAN 42 1,8195.196944,3,0,0,0,0,
COHIBA 1,6093.009745,3,0,0,0,0,
COHIBA 1,6108.057787,2,0,0,0,0,
COHIBA 1,6108.18949,3,0,0,0,0,
COHIBA 1,6123.369235,3,0,0,0,0,
COHIBA 1,6138.285575,2,0,0,0,0,
COHIBA 1,6138.54898,3,0,0,0,0,
COHIBA 1,6153.728726,3,0,0,0,0,
COHIBA 1,6168.513362,2,0,0,0,0,
COHIBA 1,6168.908471,3,0,0,0,0,
COHIBA 1,6184.088216,3,0,0,0,0,
COHIBA 1,6195.815052,2,0,0,0,0,
COHIBA 1,6196.223842,3,0,0,0,0,
COHIBA 1,6208.00286,3,0,0,0,0,
COHIBA 1,6219.270891,2,0,0,0,0,
COHIBA 1,6219.781878,3,0,0,0,0,
COHIBA 1,6233.007158,3,0,0,0,0,
COHIBA 1,6236.193078,2,0,0,0,0,
COHIBA 1,6246.602159,3,0,0,0,0,
COHIBA 1,6252.190197,2,0,0,0,0,
COHIBA 1,6260.19716,3,0,0,0,0,
COHIBA 1,6268.187317,2,0,0,0,0,
COHIBA 1,6273.792161,3,0,0,0,0,
COHIBA 1,6284.184436,2,0,0,0,0,
COHIBA 1,6287.387162,3,0,0,0,0,
COHIBA 1,6300.181556,2,0,0,0,0,
COHIBA 1,6300.982163,3,0,0,0,0,
COHIBA 1,6314.577164,3,0,0,0,0,
COHIBA 1,6316.178675,2,0,0,0,0,
COHIBA 1,6328.172164,3,0,0,0,0,
COHIBA 1,6332.175795,2,0,0,0,0,
COHIBA 1,6341.767165,3,0,0,0,0,
COHIBA 1,6348.172914,2,0,0,0,0,
COHIBA 1,6355.362166,3,0,0,0,0,
COHIBA 1,6364.170034,2,0,0,0,0,
COHIBA 1,6368.957167,3,0,0,0,0,
COHIBA 1,6380.167153,2,0,0,0,0,
COHIBA 1,6382.552168,3,0,0,0,0,
COHIBA 1,6396.147169,3,0,0,0,0,
COHIBA 1,6396.164273,2,0,0,0,0,
COHIBA 1,6409.605297,3,0,0,0,0,
COHIBA 1,6414.440725,2,0,0,0,0,
COHIBA 1,6420.160651,3,0,0,0,0,
COHIBA 1,6430.716004,3,0,0,0,0,
COHIBA 1,6441.271357,3,0,0,0,0,
COHIBA 1,6442.466225,2,0,0,0,0,
COHIBA 1,6451.82671,3,0,0,0,0,
COHIBA 1,6462.382063,3,0,0,0,0,
COHIBA 1,6470.491726,2,0,0,0,0,
COHIBA 1,6472.937416,3,0,0,0,0,
COHIBA 1,6483.492769,3,0,0,0,0,
COHIBA 1,6494.048122,3,0,0,0,0,
COHIBA 1,6498.517227,2,0,0,0,0,
COHIBA 1,6502.280191,3,0,0,0,0,
COHIBA 1,6508.246193,3,0,0,0,0,
COHIBA 1,6513.716717,2,0,0,0,0,
COHIBA 1,6514.212195,3,0,0,0,0,
COHIBA 1,6520.178197,3,0,0,0,0,
COHIBA 1,6526.144198,3,0,0,0,0,
COHIBA 1,6528.567018,2,0,0,0,0,
COHIBA 1,6532.1102,3,0,0,0,0,
COHIBA 1,6538.076202,3,0,0,0,0,
COHIBA 1,6543.41732,2,0,0,0,0,
COHIBA 1,6544.042204,3,0,0,0,0,
COHIBA 1,6550.008206,3,0,0,0,0,
COHIBA 1,6555.974208,3,0,0,0,0,
COHIBA 1,6558.267622,2,0,0,0,0,
COHIBA 1,6561.94021,3,0,0,0,0,
COHIBA 1,6567.906211,3,0,0,0,0,
COHIBA 1,6573.117923,2,0,0,0,0,
COHIBA 1,6573.872213,3,0,0,0,0,
COHIBA 1,6579.838215,3,0,0,0,0,
COHIBA 1,6585.804217,3,0,0,0,0,
COHIBA 1,6587.968225,2,0,0,0,0,
COHIBA 1,6591.770219,3,0,0,0,0,
COHIBA 1,6597.736221,3,0,0,0,0,
COHIBA 1,6602.818527,2,0,0,0,0,
COHIBA 1,6603.702222,3,0,0,0,0,
COHIBA 1,6609.668224,3,0,0,0,0,
COHIBA 1,6615.634226,3,0,0,0,0,
COHIBA 1,6617.668828,2,0,0,0,0,
COHIBA 1,6621.600228,3,0,0,0,0,
COHIBA 1,6627.56623,3,0,0,0,0,
COHIBA 1,6632.51913,2,0,0,0,0,
COHIBA 1,6633.532232,3,0,0,0,0,
COHIBA 1,6639.498234,3,0,0,0,0,
COHIBA 1,6645.464235,3,0,0,0,0,
COHIBA 1,6647.369431,2,0,0,0,0,
COHIBA 1,6651.430237,3,0,0,0,0,
COHIBA 1,6657.396239,3,0,0,0,0,
COHIBA 1,6662.219733,2,0,0,0,0,
COHIBA 1,6663.362241,3,0,0,0,0,
COHIBA 1,6669.328243,3,0,0,0,0,
COHIBA 1,6675.294245,3,0,0,0,0,
COHIBA 1,6677.070035,2,0,0,0,0,
COHIBA 1,6681.260247,3,0,0,0,0,
COHIBA 1,6687.226248,3,0,0,0,0,
COHIBA 1,6691.920336,2,0,0,0,0,
COHIBA 1,6693.19225,3,0,0,0,0,
COHIBA 1,6699.158252,3,0,0,0,0,
COHIBA 1,6705.124254,3,0,0,0,0,
COHIBA 1,6706.770638,2,0,0,0,0,
COHIBA 1,6711.090256,3,0,0,0,0,
COHIBA 1,6717.056258,3,0,0,0,0,
COHIBA 1,6721.62094,2,0,0,0,0,
COHIBA 1,6723.022259,3,0,0,0,0,
COHIBA 1,6728.988261,3,0,0,0,0,
COHIBA 1,6734.954263,3,0,0,0,0,
COHIBA 1,6736.471241,2,0,0,0,0,
COHIBA 1,6740.920265,3,0,0,0,0,
COHIBA 1,6746.886267,3,0,0,0,0,
COHIBA 1,6751.321543,2,0,0,0,0,
COHIBA 1,6752.852269,3,0,0,0,0,
COHIBA 1,6758.818271,3,0,0,0,0,
COHIBA 1,6764.784272,3,0,0,0,0,
COHIBA 1,6766.171844,2,0,0,0,0,
COHIBA 1,6770.750274,3,0,0,0,0,
COHIBA 1,6776.716276,3,0,0,0,0,
COHIBA 1,6781.022146,2,0,0,0,0,
COHIBA 1,6782.682278,3,0,0,0,0,
COHIBA 1,6803.477647,3,0,0,0,0,
COHIBA 1,6826.695445,3,0,0,0,0,
COHIBA 1,6849.913242,3,0,0,0,0,
COHIBA 1,6873.13104,3,0,0,0,0,
COHIBA 1,6890.279071,3,0,0,0,0,
COHIBA 1,6895.349352,0,0,3,0,0,
COHIBA 1,6897.957215,3,0,0,0,0,
COHIBA 1,6899.362018,2,0,0,0,0,
COHIBA 1,6899.86696,0,0,2,0,0,
COHIBA 1,6903.418704,0,0,3,0,0,
COHIBA 1,6905.635359,3,0,0,0,0,
COHIBA 1,6911.488056,0,0,3,0,0,
COHIBA 1,6912.45392,0,0,2,0,0,
COHIBA 1,6913.313502,3,0,0,0,0,
COHIBA 1,6913.887204,2,0,0,0,0,
COHIBA 1,6919.557408,0,0,3,0,0,
COHIBA 1,6920.991646,3,0,0,0,0,
COHIBA 1,6925.04088,0,0,2,0,0,
COHIBA 1,6927.626761,0,0,3,0,0,
COHIBA 1,6928.41239,2,0,0,0,0,
COHIBA 1,6928.66979,3,0,0,0,0,
COHIBA 1,6935.696113,0,0,3,0,0,
COHIBA 1,6936.347933,3,0,0,0,0,
COHIBA 1,6937.62784,0,0,2,0,0,
COHIBA 1,6942.937577,2,0,0,0,0,
COHIBA 1,6943.765465,0,0,3,0,0,
COHIBA 1,6944.026077,3,0,0,0,0,
COHIBA 1,6950.2148,0,0,2,0,0,
COHIBA 1,6951.704221,3,0,0,0,0,
COHIBA 1,6951.834817,0,0,3,0,0,
COHIBA 1,6957.462763,2,0,0,0,0,
COHIBA 1,6959.382364,3,0,0,0,0,
COHIBA 1,6959.904169,0,0,3,0,0,
COHIBA 1,6962.80176,0,0,2,0,0,
COHIBA 1,6967.060508,3,0,0,0,0,
COHIBA 1,6967.973521,0,0,3,0,0,
COHIBA 1,6971.98795,2,0,0,0,0,
COHIBA 1,6974.738651,3,0,0,0,0,
COHIBA 1,6975.38872,0,0,2,0,0,
COHIBA 1,6976.042873,0,0,3,0,0,
COHIBA 1,6982.416795,3,0,0,0,0,
COHIBA 1,6984.112225,0,0,3,0,0,
COHIBA 1,6986.513136,2,0,0,0,0,
COHIBA 1,6987.97568,0,0,2,0,0,
COHIBA 1,6990.094939,3,0,0,0,0,
COHIBA 1,6990.88,0,0,4,0,0,
COHIBA 1,6992.181577,0,0,3,0,0,
COHIBA 1,6997.773082,3,0,0,0,0,
COHIBA 1,7000.25093,0,0,3,0,0,
COHIBA 1,7000.56264,0,0,2,0,0,
COHIBA 1,7001.038323,2,0,0,0,0,
COHIBA 1,7005.451226,3,0,0,0,0,
COHIBA 1,7008.320282,0,0,3,0,0,
COHIBA 1,7013.12937,3,0,0,0,0,
COHIBA 1,7013.1496,0,0,2,0,0,
COHIBA 1,7015.563509,2,0,0,0,0,
COHIBA 1,7016.389634,0,0,3,0,0,
COHIBA 1,7020.807513,3,0,0,0,0,
COHIBA 1,7024.458986,0,0,3,0,0,
COHIBA 1,7024.734701,0,0,1,0,0,
COHIBA 1,7025.73656,0,0,2,0,0,
COHIBA 1,7028.485657,3,0,0,0,0,
COHIBA 1,7030.088696,2,0,0,0,0,
COHIBA 1,7032.528338,0,0,3,0,0,
COHIBA 1,7036.163801,3,0,0,0,0,
COHIBA 1,7038.323519,0,0,2,0,0,
COHIBA 1,7040.59769,0,0,3,0,0,
COHIBA 1,7043.841944,3,0,0,0,0,
COHIBA 1,7044.613882,2,0,0,0,0,
COHIBA 1,7048.667042,0,0,3,0,0,
COHIBA 1,7050.910479,0,0,2,0,0,
COHIBA 1,7051.520088,3,0,0,0,0,
COHIBA 1,7056.736394,0,0,3,0,0,
COHIBA 1,7059.139068,2,0,0,0,0,
COHIBA 1,7059.198231,3,0,0,0,0,
COHIBA 1,7063.497439,0,0,2,0,0,
COHIBA 1,7064.805746,0,0,3,0,0,
COHIBA 1,7066.876375,3,0,0,0,0,
COHIBA 1,7072.875099,0,0,3,0,0,
COHIBA 1,7073.664255,2,0,0,0,0,
COHIBA 1,7074.554519,3,0,0,0,0,
COHIBA 1,7076.084399,0,0,2,0,0,
COHIBA 1,7080.944451,0,0,3,0,0,
COHIBA 1,7082.232662,3,0,0,0,0,
COHIBA 1,7088.189441,2,0,0,0,0,
COHIBA 1,7088.671359,0,0,2,0,0,
COHIBA 1,7089.013803,0,0,3,0,0,
COHIBA 1,7089.910806,3,0,0,0,0,
COHIBA 1,7098.769131,3,0,0,0,0,
COHIBA 1,7102.331496,0,0,3,0,0,
COHIBA 1,7102.674071,0,0,1,0,0,
COHIBA 1,7103.416954,0,0,2,0,0,
COHIBA 1,7109.361956,3,0,0,0,0,
COHIBA 1,7110.787017,2,0,0,0,0,
COHIBA 1,7119.308594,0,0,1,0,0,
COHIBA 1,7119.954782,3,0,0,0,0,
COHIBA 1,7120.012377,0,0,2,0,0,
COHIBA 1,7126.669843,0,0,3,0,0,
COHIBA 1,7130.547608,3,0,0,0,0,
COHIBA 1,7135.943116,0,0,1,0,0,
COHIBA 1,7136.607801,0,0,2,0,0,
COHIBA 1,7139.551216,2,0,0,0,0,
COHIBA 1,7141.140434,3,0,0,0,0,
COHIBA 1,7151.008189,0,0,3,0,0,
COHIBA 1,7151.733259,3,0,0,0,0,
COHIBA 1,7152.577639,0,0,1,0,0,
COHIBA 1,7153.203224,0,0,2,0,0,
COHIBA 1,7162.326085,3,0,0,0,0,
COHIBA 1,7168.315415,2,0,0,0,0,
COHIBA 1,7169.212161,0,0,1,0,0,
COHIBA 1,7169.798648,0,0,2,0,0,
COHIBA 1,7172.918911,3,0,0,0,0,
COHIBA 1,7175.346535,0,0,3,0,0,
COHIBA 1,7183.511737,3,0,0,0,0,
COHIBA 1,7185.846684,0,0,1,0,0,
COHIBA 1,7186.394071,0,0,2,0,0,
COHIBA 1,7194.104562,3,0,0,0,0,
COHIBA 1,7197.079614,2,0,0,0,0,
COHIBA 1,7199.684882,0,0,3,0,0,
COHIBA 1,7202.481206,0,0,1,0,0,
COHIBA 1,7202.989495,0,0,2,0,0,
COHIBA 1,7204.697388,3,0,0,0,0,
COHIBA 1,7215.290214,3,0,0,0,0,
COHIBA 1,7219.115729,0,0,1,0,0,
COHIBA 1,7219.584918,0,0,2,0,0,
COHIBA 1,7224.023228,0,0,3,0,0,
COHIBA 1,7225.843812,2,0,0,0,0,
COHIBA 1,7225.88304,3,0,0,0,0,
COHIBA 1,7235.750252,0,0,1,0,0,
COHIBA 1,7236.180342,0,0,2,0,0,
COHIBA 1,7236.475865,3,0,0,0,0,
COHIBA 1,7247.068691,3,0,0,0,0,
COHIBA 1,7248.361575,0,0,3,0,0,
COHIBA 1,7252.384774,0,0,1,0,0,
COHIBA 1,7252.775765,0,0,2,0,0,
COHIBA 1,7254.608011,2,0,0,0,0,
COHIBA 1,7257.661517,3,0,0,0,0,
COHIBA 1,7268.254343,3,0,0,0,0,
COHIBA 1,7269.019297,0,0,1,0,0,
COHIBA 1,7269.371189,0,0,2,0,0,
COHIBA 1,7272.699921,0,0,3,0,0,
COHIBA 1,7278.847168,3,0,0,0,0,
COHIBA 1,7283.37221,2,0,0,0,0,
COHIBA 1,7285.653819,0,0,1,0,0,
COHIBA 1,7285.966612,0,0,2,0,0,
COHIBA 1,7289.439994,3,0,0,0,0,
COHIBA 1,7297.038268,0,0,3,0,0,
COHIBA 1,7300.03282,3,0,0,0,0,
COHIBA 1,7302.288342,0,0,1,0,0,
COHIBA 1,7302.562036,0,0,2,0,0,
COHIBA 1,7310.625646,3,0,0,0,0,
COHIBA 1,7312.136408,2,0,0,0,0,
COHIBA 1,7318.922865,0,0,1,0,0,
COHIBA 1,7319.157459,0,0,2,0,0,
COHIBA 1,7321.218471,3,0,0,0,0,
COHIBA 1,7321.376614,0,0,3,0,0,
COHIBA 1,7331.811297,3,0,0,0,0,
COHIBA 1,7335.557387,0,0,1,0,0,
COHIBA 1,7335.752883,0,0,2,0,0,
COHIBA 1,7340.900607,2,0,0,0,0,
COHIBA 1,7342.404123,3,0,0,0,0,
COHIBA 1,7345.714961,0,0,3,0,0,
COHIBA 1,7352.19191,0,0,1,0,0,
COHIBA 1,7352.348306,0,0,2,0,0,
COHIBA 1,7352.996949,3,0,0,0,0,
COHIBA 1,7363.589774,3,0,0,0,0,
COHIBA 1,7368.826432,0,0,1,0,0,
COHIBA 1,7368.94373,0,0,2,0,0,
COHIBA 1,7369.664806,2,0,0,0,0,
COHIBA 1,7370.053307,0,0,3,0,0,
COHIBA 1,7374.1826,3,0,0,0,0,
COHIBA 1,7384.775426,3,0,0,0,0,
COHIBA 1,7385.460955,0,0,1,0,0,
COHIBA 1,7385.539153,0,0,2,0,0,
COHIBA 1,7394.391654,0,0,3,0,0,
COHIBA 1,7395.368252,3,0,0,0,0,
COHIBA 1,7398.429004,2,0,0,0,0,
COHIBA 1,7402.095477,0,0,1,0,0,
COHIBA 1,7402.134577,0,0,2,0,0,
COHIBA 1,7405.961077,3,0,0,0,0,
COHIBA 1,7416.553903,3,0,0,0,0,
COHIBA 1,7433.453636,2,0,0,0,0,
COHIBA 1,7434.703946,3,0,0,0,0,
COHIBA 1,7454.807865,3,0,0,0,0,
COHIBA 1,7474.911783,3,0,0,0,0,
COHIBA 1,7483.4954,2,0,0,0,0,
COHIBA 1,7495.015702,3,0,0,0,0,
COHIBA 1,7515.11962,3,0,0,0,0,
COHIBA 1,7533.537163,2,0,0,0,0,
COHIBA 1,7535.223539,3,0,0,0,0,
COHIBA 1,7555.327457,3,0,0,0,0,
COHIBA 1,7575.431376,3,0,0,0,0,
COHIBA 1,7583.578927,2,0,0,0,0,
COHIBA 1,7595.535294,3,0,0,0,0,
COHIBA 1,7615.639213,3,0,0,0,0,
COHIBA 1,7633.62069,2,0,0,0,0,
COHIBA 1,7635.743131,3,0,0,0,0,
COHIBA 1,7655.84705,3,0,0,0,0,
COHIBA 1,7675.950968,3,0,0,0,0,
COHIBA 1,7683.662454,2,0,0,0,0,
COHIBA 1,7696.054887,3,0,0,0,0,
COHIBA 1,7716.158805,3,0,0,0,0,
COHIBA 1,7733.704217,2,0,0,0,0,
COHIBA 1,7736.262724,3,0,0,0,0,
COHIBA 1,7756.366642,3,0,0,0,0,
COHIBA 1,7776.470561,3,0,0,0,0,
COHIBA 1,7783.745981,2,0,0,0,0,
COHIBA 1,7796.574479,3,0,0,0,0,
COHIBA 1,7816.678397,3,0,0,0,0,
COHIBA 1,7824.560976,2,0,0,0,0,
COHIBA 1,7830.887433,3,0,0,0,0,
COHIBA 1,7841.804604,2,0,0,0,0,
COHIBA 1,7844.04969,3,0,0,0,0,
COHIBA 1,7857.211947,3,0,0,0,0,
COHIBA 1,7859.048232,2,0,0,0,0,
COHIBA 1,7870.374203,3,0,0,0,0,
COHIBA 1,7876.29186,2,0,0,0,0,
COHIBA 1,7883.53646,3,0,0,0,0,
COHIBA 1,7893.535488,2,0,0,0,0,
COHIBA 1,7896.698717,3,0,0,0,0,
COHIBA 1,7909.860973,3,0,0,0,0,
COHIBA 1,7910.779116,2,0,0,0,0,
COHIBA 1,7923.02323,3,0,0,0,0,
COHIBA 1,7928.022744,2,0,0,0,0,
COHIBA 1,7936.185487,3,0,0,0,0,
COHIBA 1,7945.266372,2,0,0,0,0,
COHIBA 1,7949.347743,3,0,0,0,0,
GRIFFIN 1,5796.009576,3,0,0,0,0,
GRIFFIN 1,5811.140828,2,0,0,0,0,
GRIFFIN 1,5811.179152,3,0,0,0,0,
GRIFFIN 1,5826.348729,3,0,0,0,0,
GRIFFIN 1,5841.441655,2,0,0,0,0,
GRIFFIN 1,5841.518305,3,0,0,0,0,
GRIFFIN 1,5856.687881,3,0,0,0,0,
GRIFFIN 1,5871.742483,2,0,0,0,0,
GRIFFIN 1,5871.857457,3,0,0,0,0,
GRIFFIN 1,5887.027034,3,0,0,0,0,
GRIFFIN 1,5902.04331,2,0,0,0,0,
GRIFFIN 1,5902.19661,3,0,0,0,0,
GRIFFIN 1,5914.246294,3,0,0,0,0,
GRIFFIN 1,5925.868727,2,0,0,0,0,
GRIFFIN 1,5926.017422,3,0,0,0,0,
GRIFFIN 1,5938.460511,3,0,0,0,0,
GRIFFIN 1,5944.308909,2,0,0,0,0,
GRIFFIN 1,5952.046404,3,0,0,0,0,
GRIFFIN 1,5960.344683,2,0,0,0,0,
GRIFFIN 1,5965.632298,3,0,0,0,0,
GRIFFIN 1,5976.380457,2,0,0,0,0,
