Well,MD,Class 1,Class 2,Class 3,Class 3b,Class 4,MD(ft)
PEL_NQ_BMO-2A,2910.065205,3,0,0,0,0,9547.458328
PEL_NQ_BMO-2A,2910.452945,0,0,1,0,0,9548.730441
PEL_NQ_BMO-2A,2910.631357,0,1,0,0,0,9549.315781
PEL_NQ_BMO-2A,2910.824446,1,0,0,0,0,9549.949275
PEL_NQ_BMO-2A,2910.869412,3,0,0,0,0,9550.096803
PEL_NQ_BMO-2A,2911.242377,0,0,0,1,0,9551.320441
PEL_NQ_BMO-2A,2911.289494,0,0,1,0,0,9551.475025
PEL_NQ_BMO-2A,2911.470879,0,1,0,0,0,9552.07012
PEL_NQ_BMO-2A,2911.523201,0,2,0,0,0,9552.241778
PEL_NQ_BMO-2A,2911.653371,1,0,0,0,0,9552.668847
PEL_NQ_BMO-2A,2911.67362,3,0,0,0,0,9552.735278
PEL_NQ_BMO-2A,2912.126043,0,0,1,0,0,9554.219608
PEL_NQ_BMO-2A,2912.310402,0,1,0,0,0,9554.82446
PEL_NQ_BMO-2A,2912.477827,3,0,0,0,0,9555.373754
PEL_NQ_BMO-2A,2912.482297,1,0,0,0,0,9555.388418
PEL_NQ_BMO-2A,2912.48585,0,0,0,1,0,9555.400076
PEL_NQ_BMO-2A,2912.962593,0,0,1,0,0,9556.964192
PEL_NQ_BMO-2A,2913.149925,0,1,0,0,0,9557.578799
PEL_NQ_BMO-2A,2913.282034,3,0,0,0,0,9558.012229
PEL_NQ_BMO-2A,2913.311222,1,0,0,0,0,9558.10799
PEL_NQ_BMO-2A,2913.729322,0,0,0,1,0,9559.47971
PEL_NQ_BMO-2A,2913.799142,0,0,1,0,0,9559.708776
PEL_NQ_BMO-2A,2913.989447,0,1,0,0,0,9560.333138
PEL_NQ_BMO-2A,2914.086241,3,0,0,0,0,9560.650704
PEL_NQ_BMO-2A,2914.140147,1,0,0,0,0,9560.827561
PEL_NQ_BMO-2A,2914.635691,0,0,1,0,0,9562.453359
PEL_NQ_BMO-2A,2914.82897,0,1,0,0,0,9563.087478
PEL_NQ_BMO-2A,2914.890449,3,0,0,0,0,9563.289179
PEL_NQ_BMO-2A,2914.969073,1,0,0,0,0,9563.547133
PEL_NQ_BMO-2A,2914.972795,0,0,0,1,0,9563.559345
PEL_NQ_BMO-2A,2915.47224,0,0,1,0,0,9565.197943
PEL_NQ_BMO-2A,2915.668493,0,1,0,0,0,9565.841817
PEL_NQ_BMO-2A,2915.694656,3,0,0,0,0,9565.927655
PEL_NQ_BMO-2A,2915.797998,1,0,0,0,0,9566.266704
PEL_NQ_BMO-2A,2916.096162,0,0,0,2,0,9567.244931
PEL_NQ_BMO-2A,2916.216268,0,0,0,1,0,9567.63898
PEL_NQ_BMO-2A,2916.308789,0,0,1,0,0,9567.942527
PEL_NQ_BMO-2A,2916.498863,3,0,0,0,0,9568.56613
PEL_NQ_BMO-2A,2916.508015,0,1,0,0,0,9568.596157
PEL_NQ_BMO-2A,2916.626923,1,0,0,0,0,9568.986275
PEL_NQ_BMO-2A,2917.145338,0,0,1,0,0,9570.687111
PEL_NQ_BMO-2A,2917.30307,3,0,0,0,0,9571.204605
PEL_NQ_BMO-2A,2917.347538,0,1,0,0,0,9571.350496
PEL_NQ_BMO-2A,2917.455849,1,0,0,0,0,9571.705847
PEL_NQ_BMO-2A,2917.45974,0,0,0,1,0,9571.718614
PEL_NQ_BMO-2A,2917.981887,0,0,1,0,0,9573.431694
PEL_NQ_BMO-2A,2918.107278,3,0,0,0,0,9573.843081
PEL_NQ_BMO-2A,2918.18706,0,1,0,0,0,9574.104835
PEL_NQ_BMO-2A,2918.284774,1,0,0,0,0,9574.425418
PEL_NQ_BMO-2A,2918.703213,0,0,0,1,0,9575.798249
PEL_NQ_BMO-2A,2918.818436,0,0,1,0,0,9576.176278
PEL_NQ_BMO-2A,2918.911485,3,0,0,0,0,9576.481556
PEL_NQ_BMO-2A,2919.026583,0,1,0,0,0,9576.859175
PEL_NQ_BMO-2A,2919.113699,1,0,0,0,0,9577.14499
PEL_NQ_BMO-2A,2919.654985,0,0,1,0,0,9578.920862
PEL_NQ_BMO-2A,2919.715692,3,0,0,0,0,9579.120031
PEL_NQ_BMO-2A,2919.866106,0,1,0,0,0,9579.613514
PEL_NQ_BMO-2A,2919.942625,1,0,0,0,0,9579.864561
PEL_NQ_BMO-2A,2919.946686,0,0,0,1,0,9579.877884
PEL_NQ_BMO-2A,2919.981451,0,3,0,0,0,9579.991945
PEL_NQ_BMO-2A,2920.491534,0,0,1,0,0,9581.665445
PEL_NQ_BMO-2A,2920.519899,3,0,0,0,0,9581.758506
PEL_NQ_BMO-2A,2920.705628,0,1,0,0,0,9582.367853
PEL_NQ_BMO-2A,2920.724812,0,2,0,0,0,9582.430792
PEL_NQ_BMO-2A,2920.77155,1,0,0,0,0,9582.584133
PEL_NQ_BMO-2A,2921.190158,0,0,0,1,0,9583.957519
PEL_NQ_BMO-2A,2921.324107,3,0,0,0,0,9584.396982
PEL_NQ_BMO-2A,2921.328083,0,0,1,0,0,9584.410029
PEL_NQ_BMO-2A,2922.790308,3,0,0,0,0,9589.207356
PEL_NQ_BMO-2A,2923.451494,0,0,0,2,0,9591.376601
PEL_NQ_BMO-2A,2924.296575,3,0,0,0,0,9594.149173
PEL_NQ_BMO-2A,2924.675592,0,2,0,0,0,9595.392668
PEL_NQ_BMO-2A,2925.079319,0,3,0,0,0,9596.717233
PEL_NQ_BMO-2A,2925.802841,3,0,0,0,0,9599.090991
PEL_NQ_BMO-2A,2927.121719,0,0,2,0,0,9603.418021
PEL_NQ_BMO-2A,2927.309107,3,0,0,0,0,9604.032809
PEL_NQ_BMO-2A,2927.437003,2,0,0,0,0,9604.452418
PEL_NQ_BMO-2A,2928.230438,0,2,0,0,0,9607.055551
PEL_NQ_BMO-2A,2928.815373,3,0,0,0,0,9608.974627
PEL_NQ_BMO-2A,2929.211914,0,3,0,0,0,9610.275615
PEL_NQ_BMO-2A,2929.704134,0,0,0,2,0,9611.89051
PEL_NQ_BMO-2A,2930.321639,3,0,0,0,0,9613.916445
PEL_NQ_BMO-2A,2931.785285,0,2,0,0,0,9618.718433
PEL_NQ_BMO-2A,2931.827905,3,0,0,0,0,9618.858263
PEL_NQ_BMO-2A,2933.334171,3,0,0,0,0,9623.800081
PEL_NQ_BMO-2A,2933.344508,0,3,0,0,0,9623.833996
PEL_NQ_BMO-2A,2934.248113,0,0,2,0,0,9626.798579
PEL_NQ_BMO-2A,2934.840437,3,0,0,0,0,9628.741899
PEL_NQ_BMO-2A,2935.340131,0,2,0,0,0,9630.381315
PEL_NQ_BMO-2A,2935.956773,0,0,0,2,0,9632.404418
PEL_NQ_BMO-2A,2936.250891,0,0,0,0,3,9633.369372
PEL_NQ_BMO-2A,2936.346703,3,0,0,0,0,9633.683717
PEL_NQ_BMO-2A,2937.477103,0,3,0,0,0,9637.392378
PEL_NQ_BMO-2A,2937.852969,3,0,0,0,0,9638.625535
PEL_NQ_BMO-2A,2938.894977,0,2,0,0,0,9642.044198
PEL_NQ_BMO-2A,2939.359235,3,0,0,0,0,9643.567353
PEL_NQ_BMO-2A,2940.865501,3,0,0,0,0,9648.509171
PEL_NQ_BMO-2A,2941.374507,0,0,2,0,0,9650.179137
PEL_NQ_BMO-2A,2941.609697,0,3,0,0,0,9650.950759
PEL_NQ_BMO-2A,2942.209412,0,0,0,2,0,9652.918326
PEL_NQ_BMO-2A,2942.371767,3,0,0,0,0,9653.450989
PEL_NQ_BMO-2A,2942.449824,0,2,0,0,0,9653.70708
PEL_NQ_BMO-2A,2943.878033,3,0,0,0,0,9658.392807
PEL_NQ_BMO-2A,2945.379937,2,0,0,0,0,9663.320314
PEL_NQ_BMO-2A,2945.384299,3,0,0,0,0,9663.334625
PEL_NQ_BMO-2A,2945.742292,0,3,0,0,0,9664.509141
PEL_NQ_BMO-2A,2946.00467,0,2,0,0,0,9665.369962
PEL_NQ_BMO-2A,2946.147871,0,0,0,0,2,9665.839782
PEL_NQ_BMO-2A,2946.890566,3,0,0,0,0,9668.276443
PEL_NQ_BMO-2A,2948.396832,3,0,0,0,0,9673.218261
PEL_NQ_BMO-2A,2948.462051,0,0,0,2,0,9673.432235
PEL_NQ_BMO-2A,2948.500901,0,0,2,0,0,9673.559695
PEL_NQ_BMO-2A,2949.559517,0,2,0,0,0,9677.032845
PEL_NQ_BMO-2A,2949.874886,0,3,0,0,0,9678.067523
PEL_NQ_BMO-2A,2949.903098,3,0,0,0,0,9678.160079
PEL_NQ_BMO-2A,2951.131781,0,0,0,0,3,9682.191194
PEL_NQ_BMO-2A,2951.409364,3,0,0,0,0,9683.101897
PEL_NQ_BMO-2A,2952.91563,3,0,0,0,0,9688.043715
PEL_NQ_BMO-2A,2953.114363,0,2,0,0,0,9688.695727
PEL_NQ_BMO-2A,2954.007481,0,3,0,0,0,9691.625904
PEL_NQ_BMO-2A,2954.421896,3,0,0,0,0,9692.985533
PEL_NQ_BMO-2A,2954.71469,0,0,0,2,0,9693.946143
PEL_NQ_BMO-2A,2955.627295,0,0,2,0,0,9696.940253
PEL_NQ_BMO-2A,2955.928162,3,0,0,0,0,9697.927351
PEL_NQ_BMO-2A,2956.669209,0,2,0,0,0,9700.358609
PEL_NQ_BMO-2A,2957.434428,3,0,0,0,0,9702.869169
PEL_NQ_BMO-2A,2958.140076,0,3,0,0,0,9705.184286
PEL_NQ_BMO-2A,2958.940694,3,0,0,0,0,9707.810987
PEL_NQ_BMO-2A,2960.224056,0,2,0,0,0,9712.021492
PEL_NQ_BMO-2A,2960.44696,3,0,0,0,0,9712.752805
PEL_NQ_BMO-2A,2960.967329,0,0,0,2,0,9714.460051
PEL_NQ_BMO-2A,2961.953226,3,0,0,0,0,9717.694623
PEL_NQ_BMO-2A,2962.27267,0,3,0,0,0,9718.742667
PEL_NQ_BMO-2A,2962.753688,0,0,2,0,0,9720.320811
PEL_NQ_BMO-2A,2963.322871,2,0,0,0,0,9722.18821
PEL_NQ_BMO-2A,2963.459492,3,0,0,0,0,9722.636441
PEL_NQ_BMO-2A,2963.778902,0,2,0,0,0,9723.684374
PEL_NQ_BMO-2A,2964.965758,3,0,0,0,0,9727.578259
PEL_NQ_BMO-2A,2966.012672,0,0,0,0,3,9731.013015
PEL_NQ_BMO-2A,2966.405265,0,3,0,0,0,9732.301049
PEL_NQ_BMO-2A,2966.472024,3,0,0,0,0,9732.520077
PEL_NQ_BMO-2A,2967.219968,0,0,0,2,0,9734.97396
PEL_NQ_BMO-2A,2967.333749,0,2,0,0,0,9735.347256
PEL_NQ_BMO-2A,2967.978291,3,0,0,0,0,9737.461895
PEL_NQ_BMO-2A,2969.484557,3,0,0,0,0,9742.403713
PEL_NQ_BMO-2A,2969.880082,0,0,2,0,0,9743.701369
PEL_NQ_BMO-2A,2970.537859,0,3,0,0,0,9745.859431
PEL_NQ_BMO-2A,2970.538527,0,0,1,0,0,9745.861621
PEL_NQ_BMO-2A,2970.888595,0,2,0,0,0,9747.010138
PEL_NQ_BMO-2A,2970.925742,0,0,0,0,2,9747.132013
PEL_NQ_BMO-2A,2970.990823,3,0,0,0,0,9747.345531
PEL_NQ_BMO-2A,2972.497089,3,0,0,0,0,9752.287349
PEL_NQ_BMO-2A,2973.472607,0,0,0,2,0,9755.487868
PEL_NQ_BMO-2A,2974.003355,3,0,0,0,0,9757.229167
PEL_NQ_BMO-2A,2974.443442,0,2,0,0,0,9758.673021
PEL_NQ_BMO-2A,2974.670454,0,3,0,0,0,9759.417812
PEL_NQ_BMO-2A,2975.509621,3,0,0,0,0,9762.170985
PEL_NQ_BMO-2A,2977.006476,0,0,2,0,0,9767.081927
PEL_NQ_BMO-2A,2977.015887,3,0,0,0,0,9767.112803
PEL_NQ_BMO-2A,2977.998288,0,2,0,0,0,9770.335903
PEL_NQ_BMO-2A,2978.522153,3,0,0,0,0,9772.054621
PEL_NQ_BMO-2A,2978.803049,0,3,0,0,0,9772.976194
PEL_NQ_BMO-2A,2979.725246,0,0,0,2,0,9776.001776
PEL_NQ_BMO-2A,2980.028419,3,0,0,0,0,9776.996439
PEL_NQ_BMO-2A,2980.893563,0,0,0,0,3,9779.834836
PEL_NQ_BMO-2A,2981.265806,2,0,0,0,0,9781.056105
PEL_NQ_BMO-2A,2981.534685,3,0,0,0,0,9781.938257
PEL_NQ_BMO-2A,2981.553134,0,2,0,0,0,9781.998785
PEL_NQ_BMO-2A,2982.935643,0,3,0,0,0,9786.534575
PEL_NQ_BMO-2A,2983.040951,3,0,0,0,0,9786.880075
PEL_NQ_BMO-2A,2984.13287,0,0,2,0,0,9790.462485
PEL_NQ_BMO-2A,2984.547217,3,0,0,0,0,9791.821893
PEL_NQ_BMO-2A,2985.107981,0,2,0,0,0,9793.661668
PEL_NQ_BMO-2A,2985.977885,0,0,0,2,0,9796.515685
PEL_NQ_BMO-2A,2986.053483,3,0,0,0,0,9796.763711
PEL_NQ_BMO-2A,2987.068238,0,3,0,0,0,9800.092957
PEL_NQ_BMO-2A,2987.559749,3,0,0,0,0,9801.705528
PEL_NQ_BMO-2A,2988.662827,0,2,0,0,0,9805.32455
PEL_NQ_BMO-2A,2989.066016,3,0,0,0,0,9806.647346
PEL_NQ_BMO-2A,2990.572282,3,0,0,0,0,9811.589164
PEL_NQ_BMO-2A,2991.200832,0,3,0,0,0,9813.651339
PEL_NQ_BMO-2A,2991.259264,0,0,2,0,0,9813.843043
PEL_NQ_BMO-2A,2992.078548,3,0,0,0,0,9816.530982
PEL_NQ_BMO-2A,2992.217674,0,2,0,0,0,9816.987432
PEL_NQ_BMO-2A,2992.230524,0,0,0,2,0,9817.029593
PEL_NQ_BMO-2A,2993.584814,3,0,0,0,0,9821.4728
PEL_NQ_BMO-2A,2995.09108,3,0,0,0,0,9826.414618
PEL_NQ_BMO-2A,2995.333427,0,3,0,0,0,9827.20972
PEL_NQ_BMO-2A,2995.703614,0,0,0,0,2,9828.424244
PEL_NQ_BMO-2A,2995.77252,0,2,0,0,0,9828.650315
PEL_NQ_BMO-2A,2995.774453,0,0,0,0,3,9828.656658
PEL_NQ_BMO-2A,2996.597346,3,0,0,0,0,9831.356436
PEL_NQ_BMO-2A,2998.103612,3,0,0,0,0,9836.298254
PEL_NQ_BMO-2A,2998.385658,0,0,2,0,0,9837.223601
PEL_NQ_BMO-2A,2998.483163,0,0,0,2,0,9837.543501
PEL_NQ_BMO-2A,2999.20874,2,0,0,0,0,9839.924001
PEL_NQ_BMO-2A,2999.327366,0,2,0,0,0,9840.313197
PEL_NQ_BMO-2A,2999.466021,0,3,0,0,0,9840.768102
PEL_NQ_BMO-2A,2999.609878,3,0,0,0,0,9841.240072
PEL_NQ_BMO-2A,3001.116144,3,0,0,0,0,9846.18189
PEL_NQ_BMO-2A,3002.62241,3,0,0,0,0,9851.123708
PEL_NQ_BMO-2A,3002.882213,0,2,0,0,0,9851.976079
PEL_NQ_BMO-2A,3003.598616,0,3,0,0,0,9854.326484
PEL_NQ_BMO-2A,3004.128676,3,0,0,0,0,9856.065526
PEL_NQ_BMO-2A,3004.735802,0,0,0,2,0,9858.05741
PEL_NQ_BMO-2A,3005.512052,0,0,2,0,0,9860.60416
PEL_NQ_BMO-2A,3005.634942,3,0,0,0,0,9861.007344
PEL_NQ_BMO-2A,3006.437059,0,2,0,0,0,9863.638962
PEL_NQ_BMO-2A,3007.141208,3,0,0,0,0,9865.949162
PEL_NQ_BMO-2A,3007.731211,0,3,0,0,0,9867.884865
PEL_NQ_BMO-2A,3008.647474,3,0,0,0,0,9870.89098
PEL_NQ_BMO-2A,3009.991906,0,2,0,0,0,9875.301844
PEL_NQ_BMO-2A,3010.153741,3,0,0,0,0,9875.832798
PEL_NQ_BMO-2A,3010.655344,0,0,0,0,3,9877.478479
PEL_NQ_BMO-2A,3010.988441,0,0,0,2,0,9878.571318
PEL_NQ_BMO-2A,3011.660007,3,0,0,0,0,9880.774616
PEL_NQ_BMO-2A,3011.863805,0,3,0,0,0,9881.443247
PEL_NQ_BMO-2A,3012.638446,0,0,2,0,0,9883.984718
PEL_NQ_BMO-2A,3013.166273,3,0,0,0,0,9885.716434
PEL_NQ_BMO-2A,3013.546752,0,2,0,0,0,9886.964726
PEL_NQ_BMO-2A,3014.672539,3,0,0,0,0,9890.658252
PEL_NQ_BMO-2A,3015.9964,0,3,0,0,0,9895.001628
PEL_NQ_BMO-2A,3016.178805,3,0,0,0,0,9895.60007
PEL_NQ_BMO-2A,3017.101599,0,2,0,0,0,9898.627608
PEL_NQ_BMO-2A,3017.151674,2,0,0,0,0,9898.791897
PEL_NQ_BMO-2A,3017.24108,0,0,0,2,0,9899.085226
PEL_NQ_BMO-2A,3017.685071,3,0,0,0,0,9900.541888
PEL_NQ_BMO-2A,3019.191337,3,0,0,0,0,9905.483706
PEL_NQ_BMO-2A,3019.764839,0,0,2,0,0,9907.365276
PEL_NQ_BMO-2A,3020.128994,0,3,0,0,0,9908.56001
PEL_NQ_BMO-2A,3020.481485,0,0,0,0,2,9909.716475
PEL_NQ_BMO-2A,3020.656445,0,2,0,0,0,9910.290491
PEL_NQ_BMO-2A,3020.697603,3,0,0,0,0,9910.425524
PEL_NQ_BMO-2A,3022.203869,3,0,0,0,0,9915.367342
PEL_NQ_BMO-2A,3022.300678,0,0,1,0,0,9915.684955
PEL_NQ_BMO-2A,3023.365373,0,0,0,2,0,9919.178051
PEL_NQ_BMO-2A,3023.53302,0,2,0,0,0,9919.728075
PEL_NQ_BMO-2A,3023.791467,0,3,0,0,0,9920.575996
PEL_NQ_BMO-2A,3024.209701,0,0,0,0,3,9921.948155
PEL_NQ_BMO-2A,3024.36431,0,0,2,0,0,9922.455404
PEL_NQ_BMO-2A,3024.975217,0,2,0,0,0,9924.459691
PEL_NQ_BMO-2A,3026.293612,0,3,0,0,0,9928.785136
PEL_NQ_BMO-2A,3026.417414,0,2,0,0,0,9929.191307
PEL_NQ_BMO-2A,3026.762472,2,0,0,0,0,9930.323389
PEL_NQ_BMO-2A,3026.778129,0,0,2,0,0,9930.374758
PEL_NQ_BMO-2A,3027.724064,0,0,0,2,0,9933.478219
PEL_NQ_BMO-2A,3027.85961,0,2,0,0,0,9933.922923
PEL_NQ_BMO-2A,3027.905618,0,0,0,0,2,9934.073867
PEL_NQ_BMO-2A,3028.431184,1,0,0,0,0,9935.798167
PEL_NQ_BMO-2A,3028.445199,3,0,0,0,0,9935.844146
PEL_NQ_BMO-2A,3028.795758,0,3,0,0,0,9936.994275
PEL_NQ_BMO-2A,3029.191948,0,0,2,0,0,9938.294112
PEL_NQ_BMO-2A,3029.301807,0,2,0,0,0,9938.65454
PEL_NQ_BMO-2A,3030.744003,0,2,0,0,0,9943.386156
PEL_NQ_BMO-2A,3031.086485,0,0,0,0,3,9944.509785
PEL_NQ_BMO-2A,3031.297904,0,3,0,0,0,9945.203415
PEL_NQ_BMO-2A,3031.605767,0,0,2,0,0,9946.213466
PEL_NQ_BMO-2A,3032.082755,0,0,0,2,0,9947.778387
PEL_NQ_BMO-2A,3032.1862,0,2,0,0,0,9948.117772
PEL_NQ_BMO-2A,3032.272322,2,0,0,0,0,9948.400324
PEL_NQ_BMO-2A,3032.85454,0,1,0,0,0,9950.310488
PEL_NQ_BMO-2A,3033.305338,0,0,0,0,2,9951.789486
PEL_NQ_BMO-2A,3033.628397,0,2,0,0,0,9952.849388
PEL_NQ_BMO-2A,3033.80005,0,3,0,0,0,9953.412555
PEL_NQ_BMO-2A,3034.019587,0,0,2,0,0,9954.13282
PEL_NQ_BMO-2A,3035.070593,0,2,0,0,0,9957.581005
PEL_NQ_BMO-2A,3036.302196,0,3,0,0,0,9961.621695
PEL_NQ_BMO-2A,3036.433406,0,0,2,0,0,9962.052174
PEL_NQ_BMO-2A,3036.441446,0,0,0,2,0,9962.078554
PEL_NQ_BMO-2A,3036.51279,0,2,0,0,0,9962.312621
PEL_NQ_BMO-2A,3037.782171,2,0,0,0,0,9966.477259
PEL_NQ_BMO-2A,3037.954986,0,2,0,0,0,9967.044237
PEL_NQ_BMO-2A,3037.96327,0,0,0,0,3,9967.071414
PEL_NQ_BMO-2A,3038.705059,0,0,0,0,2,9969.505105
PEL_NQ_BMO-2A,3038.804341,0,3,0,0,0,9969.830835
PEL_NQ_BMO-2A,3038.847225,0,0,2,0,0,9969.971528
PEL_NQ_BMO-2A,3039.397183,0,2,0,0,0,9971.775853
PEL_NQ_BMO-2A,3040.800137,0,0,0,2,0,9976.378722
PEL_NQ_BMO-2A,3040.839379,0,2,0,0,0,9976.50747
PEL_NQ_BMO-2A,3041.093277,3,0,0,0,0,9977.340467
PEL_NQ_BMO-2A,3041.261044,0,0,2,0,0,9977.890882
PEL_NQ_BMO-2A,3041.306487,0,3,0,0,0,9978.039975
PEL_NQ_BMO-2A,3042.026819,0,0,1,0,0,9980.403268
PEL_NQ_BMO-2A,3042.281576,0,2,0,0,0,9981.239086
PEL_NQ_BMO-2A,3043.292021,2,0,0,0,0,9984.554195
PEL_NQ_BMO-2A,3043.674863,0,0,2,0,0,9985.810236
PEL_NQ_BMO-2A,3043.723773,0,2,0,0,0,9985.970702
PEL_NQ_BMO-2A,3043.808633,0,3,0,0,0,9986.249115
PEL_NQ_BMO-2A,3044.104779,0,0,0,0,2,9987.220723
PEL_NQ_BMO-2A,3044.840054,0,0,0,0,3,9989.633044
PEL_NQ_BMO-2A,3045.158828,0,0,0,2,0,9990.67889
PEL_NQ_BMO-2A,3045.165969,0,2,0,0,0,9990.702318
PEL_NQ_BMO-2A,3046.088682,0,0,2,0,0,9993.72959
PEL_NQ_BMO-2A,3046.135,0,0,0,3,0,9993.881553
PEL_NQ_BMO-2A,3046.310779,0,3,0,0,0,9994.458255
PEL_NQ_BMO-2A,3046.608166,0,2,0,0,0,9995.433935
PEL_NQ_BMO-2A,3048.050362,0,2,0,0,0,10000.16555
PEL_NQ_BMO-2A,3048.502501,0,0,2,0,0,10001.64894
PEL_NQ_BMO-2A,3048.801871,2,0,0,0,0,10002.63113
PEL_NQ_BMO-2A,3048.812925,0,3,0,0,0,10002.6674
PEL_NQ_BMO-2A,3049.492559,0,2,0,0,0,10004.89717
PEL_NQ_BMO-2A,3049.504499,0,0,0,0,2,10004.93634
PEL_NQ_BMO-2A,3049.517519,0,0,0,2,0,10004.97906
PEL_NQ_BMO-2A,3050.91632,0,0,2,0,0,10009.5683
PEL_NQ_BMO-2A,3050.934756,0,2,0,0,0,10009.62878
PEL_NQ_BMO-2A,3051.31507,0,3,0,0,0,10010.87654
PEL_NQ_BMO-2A,3051.716839,0,0,0,0,3,10012.19467
PEL_NQ_BMO-2A,3052.376952,0,2,0,0,0,10014.3604
PEL_NQ_BMO-2A,3053.330139,0,0,2,0,0,10017.48765
PEL_NQ_BMO-2A,3053.741355,3,0,0,0,0,10018.83679
PEL_NQ_BMO-2A,3053.817216,0,3,0,0,0,10019.08568
PEL_NQ_BMO-2A,3053.819149,0,2,0,0,0,10019.09202
PEL_NQ_BMO-2A,3053.87621,0,0,0,2,0,10019.27923
PEL_NQ_BMO-2A,3054.311721,2,0,0,0,0,10020.70807
PEL_NQ_BMO-2A,3054.90422,0,0,0,0,2,10022.65196
PEL_NQ_BMO-2A,3055.261345,0,2,0,0,0,10023.82363
PEL_NQ_BMO-2A,3055.743958,0,0,2,0,0,10025.40701
PEL_NQ_BMO-2A,3056.319362,0,3,0,0,0,10027.29482
PEL_NQ_BMO-2A,3056.703542,0,2,0,0,0,10028.55525
PEL_NQ_BMO-2A,3058.145739,0,2,0,0,0,10033.28686
PEL_NQ_BMO-2A,3058.157777,0,0,2,0,0,10033.32636
PEL_NQ_BMO-2A,3058.234901,0,0,0,2,0,10033.57939
PEL_NQ_BMO-2A,3058.593623,0,0,0,0,3,10034.7563
PEL_NQ_BMO-2A,3058.821508,0,3,0,0,0,10035.50396
PEL_NQ_BMO-2A,3059.587935,0,2,0,0,0,10038.01848
PEL_NQ_BMO-2A,3059.82157,2,0,0,0,0,10038.785
PEL_NQ_BMO-2A,3060.30394,0,0,0,0,2,10040.36758
PEL_NQ_BMO-2A,3060.571596,0,0,2,0,0,10041.24571
PEL_NQ_BMO-2A,3061.030132,0,2,0,0,0,10042.7501
PEL_NQ_BMO-2A,3061.269636,0,0,1,0,0,10043.53587
PEL_NQ_BMO-2A,3061.323653,0,3,0,0,0,10043.7131
PEL_NQ_BMO-2A,3062.472328,0,2,0,0,0,10047.48171
PEL_NQ_BMO-2A,3062.593592,0,0,0,2,0,10047.87956
PEL_NQ_BMO-2A,3062.985415,0,0,2,0,0,10049.16507
PEL_NQ_BMO-2A,3063.825799,0,3,0,0,0,10051.92224
PEL_NQ_BMO-2A,3063.914525,0,2,0,0,0,10052.21333
PEL_NQ_BMO-2A,3065.33142,2,0,0,0,0,10056.86194
PEL_NQ_BMO-2A,3065.356721,0,2,0,0,0,10056.94495
PEL_NQ_BMO-2A,3065.399234,0,0,2,0,0,10057.08442
PEL_NQ_BMO-2A,3065.470408,0,0,0,0,3,10057.31793
PEL_NQ_BMO-2A,3065.703661,0,0,0,0,2,10058.0832
PEL_NQ_BMO-2A,3066.327945,0,3,0,0,0,10060.13137
PEL_NQ_BMO-2A,3066.389433,3,0,0,0,0,10060.33311
PEL_NQ_BMO-2A,3066.798918,0,2,0,0,0,10061.67656
PEL_NQ_BMO-2A,3066.952283,0,0,0,2,0,10062.17973
PEL_NQ_BMO-2A,3067.813053,0,0,2,0,0,10065.00378
PEL_NQ_BMO-2A,3068.241115,0,2,0,0,0,10066.40818
PEL_NQ_BMO-2A,3068.830091,0,3,0,0,0,10068.34051
PEL_NQ_BMO-2A,3069.510406,0,2,0,0,0,10070.57252
PEL_NQ_BMO-2A,3070.436653,0,2,0,0,0,10073.61139
PEL_NQ_BMO-2A,3071.308641,0,1,0,0,0,10076.47224
PEL_NQ_BMO-2A,3071.319347,0,3,0,0,0,10076.50737
PEL_NQ_BMO-2A,3071.362901,0,2,0,0,0,10076.65026
PEL_NQ_BMO-2A,3071.518556,1,0,0,0,0,10077.16094
PEL_NQ_BMO-2A,3071.556636,0,0,2,0,0,10077.28587
PEL_NQ_BMO-2A,3071.806575,0,0,0,1,0,10078.10588
PEL_NQ_BMO-2A,3072.081949,3,0,0,0,0,10079.00934
PEL_NQ_BMO-2A,3072.111329,2,0,0,0,0,10079.10573
PEL_NQ_BMO-2A,3072.289148,0,2,0,0,0,10079.68913
PEL_NQ_BMO-2A,3072.780051,0,0,1,0,0,10081.2997
PEL_NQ_BMO-2A,3072.966023,0,0,0,2,0,10081.90985
PEL_NQ_BMO-2A,3073.215396,0,2,0,0,0,10082.728
PEL_NQ_BMO-2A,3073.806367,0,3,0,0,0,10084.66688
PEL_NQ_BMO-2A,3074.141643,0,2,0,0,0,10085.76687
PEL_NQ_BMO-2A,3074.451974,0,0,0,0,2,10086.78501
PEL_NQ_BMO-2A,3075.067891,0,2,0,0,0,10088.80574
PEL_NQ_BMO-2A,3075.787268,3,0,0,0,0,10091.1659
PEL_NQ_BMO-2A,3075.994138,0,2,0,0,0,10091.84461
PEL_NQ_BMO-2A,3076.293387,0,3,0,0,0,10092.8264
PEL_NQ_BMO-2A,3076.920386,0,2,0,0,0,10094.88348
PEL_NQ_BMO-2A,3077.096267,0,0,2,0,0,10095.46052
PEL_NQ_BMO-2A,3077.846633,0,2,0,0,0,10097.92235
PEL_NQ_BMO-2A,3078.055119,0,0,0,0,3,10098.60636
PEL_NQ_BMO-2A,3078.772881,0,2,0,0,0,10100.96122
PEL_NQ_BMO-2A,3078.780407,0,3,0,0,0,10100.98591
PEL_NQ_BMO-2A,3078.869824,0,0,1,0,0,10101.27927
PEL_NQ_BMO-2A,3079.492588,3,0,0,0,0,10103.32246
